Date,Open,High,Low,Close,Adj Close,Volume,Return
2007-02-22,69.239998,69.419998,68.809998,69.330002,36.346451,1719200,0.003473817
2007-02-23,69.769997,69.800003,69.379997,69.57,36.47229,1647000,0.003461676
2007-02-26,70.839996,70.970001,69.970001,70.419998,36.917912,1529400,0.012217881
2007-02-27,69.650002,69.800003,67.389999,67.610001,35.444748,3065000,-0.039903395
2007-02-28,68.419998,68.580002,66.989998,67.32,35.292717,2119800,-0.004289321
2007-03-01,66.120003,66.720001,65.190002,66.32,34.768459,3111300,-0.014854427
2007-03-02,65.989998,66.260002,65.199997,65.379997,34.275661,1626400,-0.014173748
2007-03-05,64.309998,65.059998,63.889999,63.919998,33.510258,3751500,-0.022330974
2007-03-06,65.07,65.589996,64.639999,65.199997,34.181293,1724200,0.020025016
2007-03-07,64.610001,66.589996,64.599998,66.059998,34.632156,2650600,0.0131902
2007-03-08,66.290001,66.419998,65.82,66.129997,34.66885,1905700,0.001059628
2007-03-09,66.349998,66.449997,65.879997,66.230003,34.721275,1684000,0.001512264
2007-03-12,65.699997,66.25,65.540001,66.040001,34.621681,1950400,-0.002868821
2007-03-13,65.480003,66.260002,64.830002,64.839996,33.992569,2085300,-0.018170881
2007-03-14,65.080002,65.25,64.120003,65.25,34.207508,2251800,0.006323319
2007-03-15,64.099998,65.360001,64.089996,65.099998,34.12888,2059700,-0.002298881
2007-03-16,65.639999,66.120003,64.980003,65.190002,34.176056,1439200,0.00138255
2007-03-19,65.610001,66.349998,65.480003,66.209999,34.710785,1069300,0.015646525
2007-03-20,65.769997,66.550003,65.580002,66.43,34.826126,1033200,0.003322776
2007-03-21,66.529999,67.519997,66.199997,67.309998,35.287472,1376600,0.013246997
2007-03-22,67.589996,68.459999,67.480003,68.080002,35.691147,1415700,0.011439668
2007-03-23,68.5,69.059998,68.470001,68.790001,36.063358,1454000,0.010428892
2007-03-26,69.139999,69.160004,68.110001,68.879997,36.110546,1395700,0.001308272
2007-03-27,68.809998,69.040001,68.580002,68.800003,36.068615,886000,-0.001161353
2007-03-28,69.709999,69.860001,69.050003,69.139999,36.246853,1310200,0.004941802
2007-03-29,70.120003,70.309998,69.650002,70.040001,36.718689,2673000,0.013017096
2007-03-30,69.889999,70.440002,69.559998,69.779999,36.582375,2022000,-0.003712193
2007-04-02,70.190002,70.290001,69.57,70.279999,36.844513,981400,0.007165377
2007-04-03,70.18,70.720001,69.970001,70.550003,36.986042,1340100,0.003841833
2007-04-04,69.940002,70.580002,69.769997,70.43,36.923149,1110600,-0.001700964
2007-04-05,70.769997,70.970001,70.510002,70.760002,37.096149,816500,0.004685532
2007-04-09,69.82,71,69.82,70.029999,36.71344,920100,-0.010316605
2007-04-10,70.389999,70.900002,70.300003,70.660004,37.04372,710300,0.008996216
2007-04-11,71.370003,71.449997,70.650002,70.800003,37.117115,1329500,0.001981305
2007-04-12,70.970001,72.160004,70.739998,72.120003,37.809132,2230200,0.018644067
2007-04-13,72.669998,72.82,72.379997,72.739998,38.134163,2121000,0.008596713
2007-04-16,72.760002,72.980003,72.559998,72.970001,38.254742,1557000,0.003161988
2007-04-17,73.580002,73.790001,73.010002,73.400002,38.480175,2250600,0.005892846
2007-04-18,73.139999,73.309998,72.730003,73.089996,38.317642,1344100,-0.004223515
2007-04-19,72.440002,72.860001,72.339996,72.599998,38.06078,1186900,-0.006704036
2007-04-20,73.019997,73.620003,72.879997,73.620003,38.595509,1121500,0.014049656
2007-04-23,73.089996,73.82,72.959999,73.349998,38.453964,1046200,-0.003667549
2007-04-24,73.739998,73.779999,73.089996,73.209999,38.380566,1289200,-0.001908644
2007-04-25,74.019997,74.610001,73.660004,74.550003,39.083065,1008300,0.018303565
2007-04-26,73.709999,74.019997,73.440002,73.82,38.700356,1434000,-0.009792126
2007-04-27,73.709999,74.459999,73.57,74.339996,38.972973,1022000,0.007044107
2007-04-30,74.220001,74.68,73.68,73.690002,38.632202,1567400,-0.00874353
2007-05-01,73.849998,74.089996,73.160004,73.68,38.626957,1406100,-0.000135731
2007-05-02,74.629997,75.160004,74.550003,75.110001,39.376648,2356700,0.019408265
2007-05-03,75.699997,75.739998,75.25,75.449997,39.554886,1961500,0.004526641
2007-05-04,75.160004,76.089996,74.959999,75.510002,39.586349,1394100,0.000795295
2007-05-07,75.25,75.639999,75.089996,75.580002,39.623051,873300,0.00092703
2007-05-08,74.459999,74.709999,73.870003,74.589996,39.104027,1545500,-0.013098782
2007-05-09,74.110001,74.949997,74.110001,74.900002,39.266556,1384300,0.004156134
2007-05-10,74.900002,74.989998,73.760002,73.879997,38.731819,2340100,-0.013618224
2007-05-11,74.269997,75,74.07,74.860001,39.245579,1378300,0.013264808
2007-05-14,74.669998,75.220001,74.620003,75.059998,39.350433,1374500,0.002671614
2007-05-15,73.449997,74.279999,73.410004,73.690002,39.336544,1439000,-0.018252012
2007-05-16,73.510002,73.550003,72.199997,73.029999,38.984226,2541800,-0.00895648
2007-05-17,73.110001,74.459999,72.82,74.110001,39.560741,3289200,0.014788471
2007-05-18,75.470001,76.129997,75.370003,76.050003,40.596325,1570600,0.026177331
2007-05-21,76.349998,76.849998,76.019997,76.260002,40.708447,2084500,0.002761328
2007-05-22,76.389999,76.510002,75.589996,75.589996,40.350769,1135700,-0.008785811
2007-05-23,76.43,76.75,75.959999,75.970001,40.553642,1190100,0.005027186
2007-05-24,76.040001,76.440002,74.660004,74.949997,40.00914,1478200,-0.013426405
2007-05-25,75.709999,76.089996,75.489998,75.970001,40.553642,967800,0.013609127
2007-05-29,75.970001,76.099998,74.809998,75,40.035854,1437700,-0.012768211
2007-05-30,74.010002,75.379997,73.970001,75.300003,40.195976,2868800,0.00400004
2007-05-31,75.410004,75.889999,75.080002,75.449997,40.276043,1722500,0.001991952
2007-06-01,75.300003,76.18,75.300003,76.059998,40.601669,1057900,0.008084838
2007-06-04,75.790001,76.169998,75.529999,76.029999,40.585663,1511700,-0.000394412
2007-06-05,75.690002,76.150002,75.309998,75.529999,40.318756,1724900,-0.006576352
2007-06-06,76.279999,76.300003,74.839996,75,40.035854,1842400,-0.007017066
2007-06-07,75.019997,75.610001,73.889999,74.019997,39.512699,1703500,-0.013066707
2007-06-08,74.25,74.440002,73.510002,74.440002,39.736897,1930500,0.00567421
2007-06-11,73.639999,74.699997,73.610001,74.269997,39.646152,1504000,-0.002283786
2007-06-12,73.970001,74.419998,73.339996,73.339996,39.149704,1395500,-0.012521894
2007-06-13,74.379997,75.169998,74.220001,75.059998,40.067867,1475800,0.023452442
2007-06-14,76.040001,77.660004,75.989998,77.580002,41.413071,2083500,0.033573196
2007-06-15,78.690002,78.989998,78.32,78.75,42.037636,1913200,0.01508118
2007-06-18,79.349998,79.419998,78.860001,79.029999,42.187088,957400,0.003555543
2007-06-19,79.480003,79.480003,78.849998,79.25,42.304527,1521100,0.002783766
2007-06-20,80.220001,80.339996,78.5,78.589996,41.952217,2820000,-0.008328126
2007-06-21,79.629997,79.720001,78.669998,79.349998,42.357914,1352100,0.009670467
2007-06-22,78.970001,79.360001,78.199997,78.589996,41.952217,1245700,-0.009577845
2007-06-25,78.419998,78.959999,77.769997,78.199997,41.744034,2351100,-0.004962451
2007-06-26,78.940002,78.940002,77.449997,77.599998,41.423748,1777200,-0.007672622
2007-06-27,77.360001,77.809998,76.730003,77.790001,41.525173,2343000,0.002448492
2007-06-28,79.169998,80.059998,79.110001,79.720001,42.55542,2361200,0.024810387
2007-06-29,81.040001,81.550003,80.529999,80.980003,43.228027,2132500,0.015805344
2007-07-02,81.940002,82.57,81.830002,82.389999,43.980698,2066900,0.017411657
2007-07-03,82.330002,82.699997,82.099998,82.360001,43.964687,668000,-0.000364098
2007-07-05,82.559998,82.800003,81.440002,82.050003,43.799202,1286400,-0.003763939
2007-07-06,84.099998,84.459999,83.610001,84.300003,45.00029,2011200,0.027422302
2007-07-09,84.470001,85.449997,84.449997,85.120003,45.438007,1422000,0.009727165
2007-07-10,83.910004,84.510002,83.07,83.099998,44.359711,2038300,-0.023731261
2007-07-11,83.080002,83.720001,82.989998,83.5,44.573223,1331000,0.004813502
2007-07-12,84.650002,86.419998,84.620003,86.419998,46.131947,1815300,0.034970036
2007-07-13,86.510002,87.339996,86.379997,86.980003,46.430889,1961900,0.006480039
2007-07-16,85.449997,86,84.839996,85.330002,45.550102,1471800,-0.018969889
2007-07-17,84.980003,85.360001,84.029999,84.330002,45.016296,2212300,-0.011719208
2007-07-18,83.589996,84.349998,83.300003,83.989998,44.834797,2364700,-0.004031827
2007-07-19,83.93,84.769997,83.919998,84.32,45.010971,1531400,0.003929063
2007-07-20,83.190002,83.370003,81.529999,82.169998,43.863258,2738300,-0.025498126
2007-07-23,83.300003,84.029999,82.760002,83.690002,44.674671,1892500,0.018498284
2007-07-24,82.349998,82.93,80.690002,81.010002,43.244041,2030700,-0.032022941
2007-07-25,80.540001,80.800003,78.93,80.290001,42.859703,3671900,-0.008887804
2007-07-26,80.43,80.949997,77.349998,78.589996,41.952217,3166700,-0.021173309
2007-07-27,78.269997,78.800003,76.5,76.949997,41.076767,2389900,-0.020867783
2007-07-30,78.459999,79.150002,77.830002,78.949997,42.144394,2286400,0.025990904
2007-07-31,79.339996,80.050003,78.519997,78.610001,41.962891,1864700,-0.004306473
2007-08-01,78.610001,79.370003,76.610001,78.769997,42.048306,3053900,0.002035314
2007-08-02,76.550003,77.199997,76.040001,76.779999,40.986023,2230400,-0.025263401
2007-08-03,75.760002,76.059998,73.860001,73.860001,39.427292,2370100,-0.038030712
2007-08-06,74.290001,75.07,73.519997,75,40.035854,2167800,0.015434592
2007-08-07,74.019997,76.169998,73.949997,75.809998,40.46822,1824600,0.010799973
2007-08-08,75.690002,77.769997,75.660004,77.029999,41.119484,2115400,0.016092877
2007-08-09,74.470001,75.57,73.720001,73.800003,39.395267,1880400,-0.041931664
2007-08-10,73.309998,73.879997,72.25,73.629997,39.304512,2203400,-0.002303604
2007-08-13,74.269997,74.529999,73.419998,73.5,39.235107,1284300,-0.001765544
2007-08-14,74.349998,74.449997,72.25,72.370003,38.631905,1280400,-0.015374109
2007-08-15,71.669998,72.730003,70.769997,70.870003,37.8312,2008900,-0.02072682
2007-08-16,69.989998,70.260002,68.010002,70.010002,37.372116,3025100,-0.012134908
2007-08-17,71.370003,72.190002,70.589996,71.860001,38.359676,4889100,0.026424781
2007-08-20,71.730003,71.959999,70.389999,71.330002,38.076752,2048200,-0.007375438
2007-08-21,70.559998,71.010002,70.139999,70.400002,37.580311,1414600,-0.013037992
2007-08-22,71.75,72.5,71.589996,72.360001,38.626575,2036200,0.027840894
2007-08-23,72.75,73.059998,72.019997,72.480003,38.690628,2187600,0.001658402
2007-08-24,73.480003,74.419998,73.349998,74.400002,39.715546,1051400,0.026490051
2007-08-27,73.720001,74.199997,73.260002,73.889999,39.443298,1215900,-0.006854879
2007-08-28,72.860001,73.07,71.139999,71.169998,37.991337,1604600,-0.036811491
2007-08-29,71.800003,73.410004,71.389999,73.279999,39.117683,1662500,0.029647338
2007-08-30,73.160004,74.360001,72.940002,73.709999,39.34721,2498100,0.005867904
2007-08-31,75.82,75.849998,74.839996,75.089996,40.083874,1422300,0.018721978
2007-09-04,74.480003,76.010002,74.379997,75.699997,40.409496,1450400,0.008123599
2007-09-05,75.650002,75.709999,74.610001,75.190002,40.13726,2616800,-0.006737054
2007-09-06,76.080002,76.529999,75.660004,76.32,40.740456,1922300,0.015028567
2007-09-07,75.870003,76.07,74.589996,75.300003,40.195976,1407200,-0.013364741
2007-09-10,75.879997,76.25,75.099998,75.769997,40.446873,2251200,0.00624162
2007-09-11,76.309998,77.379997,76.139999,77.150002,41.183533,1348200,0.01821308
2007-09-12,76.860001,77.970001,76.75,77.660004,41.455772,2397800,0.006610525
2007-09-13,78.489998,78.699997,77.970001,78.389999,41.845448,1336700,0.009399884
2007-09-14,77.559998,78.169998,77.400002,77.93,41.599899,1234300,-0.005868083
2007-09-17,77.449997,77.830002,76.809998,77.449997,41.34367,1115700,-0.006159412
2007-09-18,78.160004,80.669998,77.949997,80.43,42.934425,1470200,0.038476477
2007-09-19,81.300003,81.959999,80.949997,81.050003,43.265388,1856800,0.007708604
2007-09-20,81.82,82.379997,81.57,82.029999,43.788513,1068000,0.012091252
2007-09-21,81.589996,81.970001,81.290001,81.440002,43.473587,1620100,-0.007192454
2007-09-24,82.029999,82.190002,81.5,81.650002,43.58567,1289100,0.002578585
2007-09-25,80.660004,81.18,80.330002,80.839996,43.15329,2758900,-0.009920465
2007-09-26,81.760002,81.870003,80.449997,81.199997,43.345463,1574000,0.004453254
2007-09-27,81.839996,81.949997,81.040001,81.800003,43.66576,1195900,0.007389237
2007-09-28,80.889999,81.370003,80.379997,81.029999,43.254707,1858600,-0.009413251
2007-10-01,80.300003,81.18,79.870003,81.050003,43.265388,1621800,0.000246872
2007-10-02,78.949997,79.260002,78.540001,79,42.171078,2883700,-0.025293065
2007-10-03,77.400002,77.839996,77.300003,77.339996,41.284954,2594400,-0.021012709
2007-10-04,77.339996,78.059998,76.75,77.900002,41.583889,1650700,0.007240833
2007-10-05,77.970001,78.129997,77.209999,77.889999,41.578556,1941600,-0.000128408
2007-10-08,77.260002,77.309998,76.660004,76.949997,41.076767,1150400,-0.012068327
2007-10-09,77.099998,78.239998,77.029999,78.190002,41.738697,2004100,0.016114426
2007-10-10,76.989998,78.339996,76.919998,78.019997,41.647949,1639900,-0.002174255
2007-10-11,77.919998,79.349998,77.389999,78.040001,41.658607,2605800,0.000256396
2007-10-12,78.559998,79.330002,78.120003,79,42.171078,2304800,0.012301371
2007-10-15,80.910004,81.080002,79.82,80.269997,42.849022,1658600,0.016075911
2007-10-16,80.910004,81.410004,80.690002,81.139999,43.31345,2442000,0.010838446
2007-10-17,81.209999,81.360001,80,81.120003,43.302773,3048200,-0.000246438
2007-10-18,80.440002,80.93,80.050003,80.870003,43.169315,1897900,-0.003081854
2007-10-19,80.699997,80.699997,78.980003,79.139999,42.245815,2241900,-0.021392407
2007-10-22,77.669998,78.470001,77.309998,78.290001,41.792084,2191700,-0.010740435
2007-10-23,78.349998,78.650002,77.389999,78.190002,41.738697,2725600,-0.00127729
2007-10-24,77.830002,78.709999,77.269997,78.589996,41.952217,3131600,0.005115667
2007-10-25,77.690002,78.199997,77,77.970001,41.621262,3331500,-0.007888981
2007-10-26,79.349998,80.459999,78.949997,80.440002,42.939766,4352200,0.031678863
2007-10-29,81.239998,81.279999,80.57,80.760002,43.110588,2630100,0.00397812
2007-10-30,80.489998,80.610001,79.660004,79.769997,42.582111,2737700,-0.012258605
2007-10-31,79.760002,80.959999,79.629997,80.610001,43.030521,2168300,0.010530325
2007-11-01,79.139999,79.139999,77.349998,77.349998,41.290298,3862600,-0.040441669
2007-11-02,78.5,79.389999,78,79.220001,42.288532,4613100,0.024175864
2007-11-05,79.010002,79.18,78.209999,78.809998,42.069653,2508500,-0.005175499
2007-11-06,79.68,80.690002,79.279999,80.690002,43.073212,2519300,0.023854892
2007-11-07,83.68,84.459999,82.720001,82.720001,44.156857,9782500,0.025157999
2007-11-08,83.879997,84.25,82.769997,83.900002,44.786755,4375700,0.014265002
2007-11-09,83.199997,83.660004,82.290001,82.669998,44.130177,2745900,-0.014660357
2007-11-12,80.580002,81.260002,80,80,42.704895,2266800,-0.032297061
2007-11-13,77.580002,78.949997,77.139999,78.809998,42.854206,3500100,-0.014875025
2007-11-14,79.400002,80.010002,78.510002,78.699997,42.794392,2656500,-0.001395775
2007-11-15,78.400002,79.050003,77.349998,77.989998,42.408333,2709700,-0.009021589
2007-11-16,80.050003,80.300003,79.080002,79.989998,43.495857,2143000,0.025644314
2007-11-19,79.970001,79.970001,78.68,79.120003,43.022789,1648500,-0.010876297
2007-11-20,80.300003,81.800003,80.209999,81.279999,44.197323,2259500,0.027300252
2007-11-21,81.610001,81.830002,80.75,80.860001,43.968922,2260800,-0.005167298
2007-11-23,80.839996,81.900002,80.769997,81.449997,44.289753,657800,0.007296512
2007-11-26,82,82.260002,79.809998,79.93,43.463219,1567500,-0.01866172
2007-11-27,80.029999,80.239998,78.75,80.029999,43.517612,2927700,0.001251082
2007-11-28,79.330002,81.339996,79.330002,81.110001,44.104877,2264300,0.013494965
2007-11-29,80.199997,81.129997,80.110001,80.330002,43.680733,2320800,-0.009616558
2007-11-30,81.550003,81.629997,80.190002,80.919998,44.001556,1939200,0.007344653
2007-12-03,80.540001,80.830002,80.260002,80.739998,43.903675,1193600,-0.002224419
2007-12-04,81.07,81.349998,80.720001,80.739998,43.903675,1041900,0
2007-12-05,82.050003,82.809998,81.889999,82.209999,44.703018,1932300,0.018206602
2007-12-06,82.110001,83.870003,82.110001,83.690002,45.50779,1099500,0.018002713
2007-12-07,82.639999,83.239998,82.400002,82.830002,45.040157,1558300,-0.010276018
2007-12-10,81.900002,83.150002,81.870003,82.709999,44.974888,1200700,-0.001448787
2007-12-11,82.790001,83,80.809998,81.150002,44.126625,1918200,-0.018861045
2007-12-12,83,83.279999,82.019997,82.75,44.996651,2341900,0.019716549
2007-12-13,81.099998,81.580002,80.410004,81.440002,44.284313,2388500,-0.015830792
2007-12-14,80.059998,80.620003,79.470001,79.610001,43.289234,2183900,-0.022470542
2007-12-17,79.339996,79.349998,78.099998,78.379997,42.620384,1567800,-0.01545037
2007-12-18,78.720001,79.029999,77.470001,78.470001,42.669323,1838800,0.001148303
2007-12-19,79.220001,79.5,78,79.110001,43.017345,2058800,0.008155983
2007-12-20,79.449997,79.839996,78.980003,79.470001,43.213093,1307700,0.004550626
2007-12-21,80.110001,80.690002,79.900002,80.459999,43.751415,1753700,0.012457506
2007-12-24,80.599998,81.059998,79.989998,80.93,44.006992,210600,0.005841424
2007-12-26,81.099998,82.010002,81,81.839996,44.501823,877800,0.011244236
2007-12-27,82.269997,82.839996,82.019997,82.080002,44.632324,1948600,0.002932625
2007-12-28,83.440002,83.879997,83.040001,83.709999,45.518658,1702400,0.019858637
2007-12-31,82.860001,83.739998,82.080002,82.599998,44.915085,907100,-0.013260077
2008-01-02,84.080002,84.110001,82.790001,83.279999,45.284843,1970200,0.008232458
2008-01-03,84.989998,85.339996,84.32,85.099998,46.274506,2842100,0.021853975
2008-01-04,85.709999,85.720001,83.779999,84.07,45.714417,2241500,-0.012103385
2008-01-07,85.639999,86.099998,85.150002,86.099998,46.818272,4378200,0.024146521
2008-01-08,86.540001,86.900002,85,85.5,46.492001,4223000,-0.006968618
2008-01-09,86.279999,86.75,85.029999,86.059998,46.796505,5185800,0.006549684
2008-01-10,84.860001,86.019997,84.529999,85.660004,46.579018,2830800,-0.00464785
2008-01-11,83.959999,84.699997,83.870003,84.120003,45.741608,2605700,-0.017978064
2008-01-14,85.760002,85.830002,84.839996,85.220001,46.339748,1715900,0.013076533
2008-01-15,84.080002,84.25,82.389999,82.580002,44.904209,2753100,-0.030978631
2008-01-16,81.769997,82.220001,79.290001,79.519997,43.240273,2824400,-0.037055037
2008-01-17,79.639999,80.5,77,77.209999,41.98418,3405700,-0.029049272
2008-01-18,78.93,79.610001,77.169998,78.209999,42.527946,3318400,0.01295169
2008-01-22,70.43,73.989998,69.970001,73.449997,39.939621,7003800,-0.060861809
2008-01-23,67.739998,70.989998,67.110001,70.650002,38.41708,7071900,-0.038121104
2008-01-24,72.980003,74.389999,71.809998,74.080002,40.282192,4534100,0.048549185
2008-01-25,75.309998,75.480003,72.269997,72.720001,39.542675,2570600,-0.018358544
2008-01-28,72.260002,73.449997,71.260002,73.230003,39.819988,2507700,0.007013229
2008-01-29,73.599998,73.75,72.949997,73.449997,39.939621,1849400,0.003004151
2008-01-30,71.730003,73.739998,71.550003,72.300003,39.314293,2933400,-0.015656828
2008-01-31,70.580002,73.089996,70.32,72.779999,39.575298,2660500,0.006638949
2008-02-01,73.010002,74.190002,72.580002,74.019997,40.249561,2792800,0.01703762
2008-02-04,73.900002,74.480003,73.709999,73.900002,40.184326,1850700,-0.001621116
2008-02-05,72.260002,72.269997,70.309998,70.519997,38.346382,2757500,-0.04573755
2008-02-06,71.629997,71.730003,70.510002,70.589996,38.384453,2881500,0.000992612
2008-02-07,69.050003,70.32,68.940002,69.760002,37.933128,2035100,-0.011757955
2008-02-08,69.690002,70.379997,69.339996,70.290001,38.221329,2291800,0.007597463
2008-02-11,70.32,70.550003,68.93,70.550003,38.362705,2153100,0.00369899
2008-02-12,71.849998,72.559998,70.940002,71.279999,38.759659,2209800,0.010347214
2008-02-13,72.629997,72.68,71.699997,72.459999,39.401291,4807200,0.016554433
2008-02-14,73.510002,73.959999,72.849998,72.989998,39.689487,4451700,0.007314367
2008-02-15,72.449997,72.900002,71.669998,72.5,39.423042,2518800,-0.006713221
2008-02-19,75.300003,75.75,74.550003,74.82,40.684589,2686600,0.032
2008-02-20,72.879997,74.480003,72.870003,74.260002,40.380077,2971900,-0.007484603
2008-02-21,74.309998,74.379997,73.040001,73.239998,39.825436,1876400,-0.013735577
2008-02-22,74.790001,74.870003,73.400002,74.75,40.646507,3023600,0.020617177
2008-02-25,75.459999,76.379997,74.959999,75.970001,41.309925,2585000,0.016321084
2008-02-26,74.75,76.510002,74.489998,76.239998,41.456741,2116700,0.003553995
2008-02-27,75.68,77.290001,75.68,76.790001,41.755798,2154700,0.0072141
2008-02-28,75.769997,77.459999,75.730003,77.269997,42.016811,3448900,0.006250762
2008-02-29,76.470001,76.470001,74.970001,75.389999,40.994526,1595100,-0.024330246
2008-03-03,75.370003,76.07,74.620003,75.559998,41.086971,1512900,0.002254928
2008-03-04,74.68,74.989998,73.709999,74.529999,40.526878,2232800,-0.013631538
2008-03-05,74.889999,76.160004,74.669998,76.059998,41.358856,1423500,0.020528633
2008-03-06,75.050003,75.230003,74.080002,74.209999,40.352882,1908200,-0.02432289
2008-03-07,73.870003,74.5,72.949997,73.660004,40.053822,1620400,-0.007411333
2008-03-10,74.309998,74.540001,73.190002,73.650002,40.048367,1747500,-0.000135786
2008-03-11,75.57,76,74.470001,75.970001,41.309925,1612600,0.031500325
2008-03-12,76.059998,76.339996,75.489998,75.800003,41.217476,1314300,-0.002237699
2008-03-13,74.910004,76.129997,74.309998,75.860001,41.250099,1973700,0.00079153
2008-03-14,75.489998,75.800003,73.809998,74.82,40.684589,2211500,-0.013709478
2008-03-17,73.459999,74.550003,72.199997,73.400002,39.912426,2487600,-0.018978856
2008-03-18,73.940002,74.949997,73.830002,74.779999,40.662842,2120200,0.018801049
2008-03-19,73.919998,74.370003,71.709999,71.849998,39.069595,2190000,-0.039181613
2008-03-20,70.400002,71.860001,70.110001,71.610001,38.939087,2021800,-0.003340251
2008-03-24,72,72.970001,71.720001,72.07,39.189228,1223000,0.00642367
2008-03-25,72.610001,73.239998,72.220001,73.029999,39.711243,1226600,0.013320369
2008-03-26,73.309998,74.370003,73.080002,74.169998,40.331139,1299900,0.01561001
2008-03-27,75.099998,75.199997,73.410004,73.68,40.064693,1234800,-0.006606418
2008-03-28,74.010002,74.389999,72.940002,73.339996,39.879807,1534900,-0.004614604
2008-03-31,74.07,74.68,73.57,74.010002,40.244137,1775900,0.009135615
2008-04-01,73.160004,75.129997,73.089996,75.010002,40.787895,1723500,0.013511687
2008-04-02,74.830002,76.730003,74.830002,76.339996,41.511097,1791700,0.017730889
2008-04-03,76.339996,77.080002,76.269997,76.629997,41.668793,1290300,0.003798808
2008-04-04,76.279999,76.739998,76.010002,76.260002,41.467613,1548700,-0.004828331
2008-04-07,76.730003,77.129997,76.120003,76.339996,41.511097,1425100,0.001048964
2008-04-08,77.080002,77.760002,77.010002,77.720001,42.261494,1436600,0.01807709
2008-04-09,78.43,79.489998,78.269997,78.989998,42.952084,2066800,0.016340671
2008-04-10,78.559998,78.870003,77.940002,78.440002,42.653023,1472800,-0.006962856
2008-04-11,77.550003,77.93,77.139999,77.309998,42.038555,1534400,-0.014405966
2008-04-14,77.540001,77.93,77.199997,77.769997,42.288696,1178600,0.005950058
2008-04-15,78.889999,78.949997,77.68,78.639999,42.76178,1282000,0.011186859
2008-04-16,80.089996,81.43,79.849998,81.260002,44.18644,1752800,0.033316417
2008-04-17,79.580002,80.5,79.529999,80.269997,43.648106,1773600,-0.012183177
2008-04-18,80.480003,81.160004,80.129997,81.160004,44.132053,2081900,0.011087667
2008-04-21,81.949997,82.690002,81.370003,82.449997,44.833523,2115800,0.015894442
2008-04-22,82.730003,83.059998,82.230003,82.620003,44.925968,1831200,0.002061929
2008-04-23,82.910004,83.940002,82.160004,83.349998,45.322906,2467000,0.008835572
2008-04-24,81.620003,82.07,81.029999,81.419998,44.27343,2033200,-0.023155369
2008-04-25,81.949997,82.330002,81.290001,82.199997,44.697578,1786400,0.009579944
2008-04-28,82.339996,82.660004,81.82,82.010002,44.594261,1374200,-0.002311375
2008-04-29,82.980003,83.980003,82.93,83.43,45.366409,2163700,0.017314937
2008-04-30,84.150002,84.650002,83.559998,84,45.676369,1795500,0.006832075
